,Date,User,Tweet
1423,2022-12-19 23:00:14+00:00,zaddy_tomiwa,@Osbert_piper @gichungu_joseph @EdParker96 @Evertxn He’s trying to cherry pick and he’s failing miserably. Ronaldo’s career is probably the most iconic of all time. Top 3 at worse. Nobody can say otherwise
1424,2022-12-19 23:00:11+00:00,Leonidas_CFC,"Goat list
⚽️: Ronaldo
🏀: Lebron
Ufc: Jones
🏈: Brady 
Music: Eminem 
Superhero: Batman
F1: Schumacher"
1425,2022-12-19 23:00:08+00:00,mauricioleiva1x,"@xwz58 @nocontextfooty Winning the cup bro, where is ronaldo? Oh… i know"
1426,2022-12-19 23:00:08+00:00,Randywilson060,@UgwunnaEjikem Portugal has won bronze in the World Cup 1966 led by Eusebio. Ronaldo should replicate that. At least Messi has done what Maradona did in the past
1427,2022-12-19 23:00:04+00:00,Treasur7Obasuyi,"@SolracSea @Iv067 @LuisRCastillo9 @kerrycopisto @nocontextfooty I didn’t say I hate Messi man 
Learn to comprehend and stop trying to twist what I said to fit your bias argument
All I’m saying was that I initially wanted Messi to win
But when I saw how the media and Messi fans dragged Ronaldo after his poor start this season
I changed my mind"
1428,2022-12-19 23:00:01+00:00,Vic_osimhen_Fan,"@tresmonsieur201 @PranavAbbi @Cryptoking @_DeclanRice But still took the cup, whiles the Moroccan 🇲🇦, prepared your goat (Ronaldo) and ate it without given another chance https://t.co/KKPtz5PNPx"
1429,2022-12-19 22:59:59+00:00,_dankeyz,@Serwaa_Amihere I guess you’re a Ronaldo fan 😄
1430,2022-12-19 22:59:58+00:00,SullivanNigel,@markgoldbridge When Mbappe loses his pace like Ronaldo he will be nothing . Messi is different
1431,2022-12-19 22:59:53+00:00,iamAbiodunAA,"@Toluwabori9 Everyone wants the Glory. I can’t even blame him. He wasn’t just lucky. The ball was well placed. Any player not named Messi, Ronaldo or Mbappe might not have scored it too."
1432,2022-12-19 22:59:53+00:00,ChinggisFroggJr,@GenZ_Patriot45 @3YearLetterman @TeamMessi @Cristiano @AaronDonald97 @atrupar @EricPickles @UKHouseofLords @WaffleHouse @mikepiazza31 @MileyCyrus @billyraycyrus You jerk them off? What?
1433,2022-12-19 22:59:48+00:00,imran_IGG,"Pele will remain the greatest player of all time ahead of Maradona and Messi. Zidane was another world class player. This is my list:
1 Pele
2 Maradona/Messi
4 Zidane/Ronaldo(P)
6 Ronaldinho/Cruyff
7 Ronaldo(B)/Eusebio
8 Platini/Beckenbauer

Have I missed anyone @Carra23? https://t.co/IPtQGj2OBB"
1434,2022-12-19 22:59:47+00:00,hewentbananas,"@TeamCRonaldo The picture only show that Ronaldo can be as good as Dybala, nothing more"
1435,2022-12-19 22:59:44+00:00,muzangdab_10,"@ifitsowell If you know me, on and offline even before the world cup triumph, I've always conceded that Messi has an edge over Ronaldo in the goat debate, CR is just my fave and will forever be buh that doesn't stop me from applauding Messi's greatness and unmatched talent."
1436,2022-12-19 22:59:32+00:00,Makanak19816149,@ChrisCyere @KennirichO @ShehuSani Nice 1 now the debate is now  between Messi and Pele wow interesting just imagine how Ronaldo left the group chat 😁😁😁😁
1437,2022-12-19 22:59:31+00:00,UncFinder,@3YearLetterman @RichieR77444720 @TeamMessi @Cristiano @AaronDonald97 @atrupar @EricPickles @UKHouseofLords @WaffleHouse @mikepiazza31 @MileyCyrus @billyraycyrus Jack’s post has those cringy “We Surrendered at Yorktown” vibes.
1438,2022-12-19 22:59:29+00:00,Kene__,"And all of a sudden penalties don't take skill and are amongst the hardest kinds of goals to score. Ronaldo fans need to give it a rest, you fought and you lost. Move on https://t.co/vqbfgGaei2 https://t.co/C2MxGdhrnH"
1439,2022-12-19 22:59:16+00:00,Dollyo,"They've reduced Ronaldo to ""always had the streets"". Like Taarabt?? Lmao https://t.co/6c5PXUy3yM"
1440,2022-12-19 22:59:14+00:00,arselona87_,"@Goat7ii the season is only half way done, and ronaldo didn’t score any of those goals on the biggest stage in world football, granted it’s not his fault there wasn’t a world cup when he was 35 but where was his big performance in the 2018 knockouts?"
1441,2022-12-19 22:59:13+00:00,Truth3211,"@MLSTransfers Zidane, Ronaldo, Xavi and Ronaldinho also never played in MLS.  What insanity."
1442,2022-12-19 22:59:13+00:00,t7uky,@Twitsham83 Can we find the post from Messi when Ronaldo won the Euro's or when he won a 5th champions league 🧐
1443,2022-12-19 22:59:08+00:00,gooniyke_4life,"@bonza_88 @yoshitsachdev7 @SxnchoHive @MikhaeIII That is a  perspective of people who have been in delusion, messi has always been levels above C.Ronaldo(taking nothing away from c.Ronaldo's achievements), the debate of world cup comes up bcus some people believe he needs it to go on per or above pele and maradona."
1444,2022-12-19 22:59:08+00:00,adswebbo,Man U - Ronaldo = US Tour https://t.co/TjNjqJqKbP
1445,2022-12-19 22:59:07+00:00,adebisi41501673,@OGBdeyforyou Na Ronaldo be your problem
1446,2022-12-19 22:59:05+00:00,commonWsrma,@Salmaan9216 @Siuuuuuuu28 @amitttrmfc Champions league ronaldo has the most assists
1447,2022-12-19 22:59:04+00:00,KumasiSarkodie_,@_adofoasa__ Then Ronaldo be ant
1448,2022-12-19 22:59:00+00:00,perezzz_11,@geniuz_mo @Sturdy_model1 @imPeekaySp @KizzRAY_ @UTDTrey Mbappe has been doing that too but scores more😂and took france to the final. Last time I remember modric got it for taking croatia to a semi while Ronaldo won the ucl and had like 60 goals. So just because you win something means you deserve it
1449,2022-12-19 22:58:58+00:00,AfcDylan3,"@Evertxn No change on my list
Messi
George Best
Ronaldo
Maradona
Pele"
1450,2022-12-19 22:58:58+00:00,TS_CR7KING,@ESPNFC Idc Ronaldo is the goat 🐐 agree or hate
1451,2022-12-19 22:58:50+00:00,Indra9904,"@KingMaxim8 @iDanDizzy You don't get it!!, Messi is extremely talented man, people admire him and enjoy watching him play. While Ronaldo is not as talented but he works really hard to try to keep up with the talented messi. That's why alot of young players look up to him. This is INSPIRATION!!"
1452,2022-12-19 22:58:50+00:00,BLur___________,@17_Sadig @StokeyyG2 I bet even your tweets get more likes than the one Ronaldo posted after he won wc…
1453,2022-12-19 22:58:47+00:00,Jamaal_K_B,@mufcMPB @samuelluckhurst All these people talking about Ronaldo like he actually would’ve showed up for preseason 😭
1454,2022-12-19 22:58:47+00:00,unitedpropp,@CFCam1 @bigmeechthedon1 @Lr_mufc @Amure_eko @aijukaT97 @SackOIe you actually havent said anything lol. u thought it was ronaldo and i already said ur wrong lol. so please explain how im cockmunching🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣
1455,2022-12-19 22:58:42+00:00,oam_ze,@ESPNFC Ronaldo’s goal vs Ghana is more impressive than Messi’s World Cup win tbh
1456,2022-12-19 22:58:42+00:00,WrestlerMC,"@piersmorgan Fair play, Piers. How about this meme? Perhaps your current life of sucking Ronaldo’s cock and hating Meghan because she refused to suck yours is better than your not too distant past, eh?! #ohdear #Piers #Messi𓃵 #MeghanMarkIe https://t.co/giB1U9gDjW"
1457,2022-12-19 22:58:38+00:00,EdApplegate1,"@ChapMills @3YearLetterman @TeamMessi @Cristiano @AaronDonald97 @atrupar @EricPickles @UKHouseofLords @WaffleHouse @mikepiazza31 @MileyCyrus @billyraycyrus You are completely wrong. Football was invented by President Franklin, our greatest president ever. Tailgating began after Gerald Ford invented the car and drove to see President Franklin MC the inaugural game. Years later Beef O’Bradys became the official sponsor of football."
1458,2022-12-19 22:58:38+00:00,Leo_Brown_Gh,@Serwaa_Amihere She said Ronaldo is better than Messi. Can you imagine!?
1459,2022-12-19 22:58:35+00:00,therealdennisOG,@ssj2_jol @SazMCFC @ESPNFC @FIFAWorldCup Lol where was Ronaldo at 35 kangaroo..statpadding In Italy 😂😂🤡
1460,2022-12-19 22:58:33+00:00,s_pidgin,"@3YearLetterman @TeamMessi @Cristiano @AaronDonald97 @atrupar @EricPickles @UKHouseofLords @WaffleHouse @mikepiazza31 @MileyCyrus @billyraycyrus You called it, Coach"
1461,2022-12-19 22:58:32+00:00,owusu_cobbiah,"@_adofoasa__ I am done with the Messi and Ronaldo debate. Messi has more Ballon D'ors, golden boots, Trophies and a world cup. There is no shame in admitting u lost the debate to a superior player. How he won them will always be debatable but as I always say I don't care how you win just win"
1462,2022-12-19 22:58:30+00:00,NUFCFANGROUP,Anyone else sick of the Messi v Ronaldo debate and just happy I got to witness both in my lifetime?
1463,2022-12-19 22:58:30+00:00,BreakDancer998,"@DanWilsss @akiri_arion @Kritya2015 @UKTrollFootball Pepsi fan‘s only argument is the WC as he won this on his own calm down and enjoy the fact this is a team sport not he won this Argentina won it. There never was a debate. Ronaldo is the GOAT for me and will always be, cheers :)"
1464,2022-12-19 22:58:24+00:00,zaddy_tomiwa,"@gichungu_joseph @EdParker96 @Osbert_piper @Evertxn Ronaldo also made a difference for his country and has won 2 trophies. Only Messi and Pele have more.

Ronaldo also has the greater club legacy by a distance. Maradona can’t chat to him"
1465,2022-12-19 22:58:23+00:00,mhbms10,@TeamCRonaldo Messi won the wc. Ronaldo didnt. Thats it thats the tweet..
1466,2022-12-19 22:58:21+00:00,LeSFCBrasil,"@ConanMurphy3 @EzekwemUche @Louis_nabs231 @SkyFootball @Carra23 even Ronaldinho, Zidane, Neymar, Ronaldo and so on. In Pele's time there was no discussion on who was the best, there was no one near him. He was elected by FIFA the best player of the century with 73% of votes. Former ballon d'or (France football)winners elected him as the best+"
1467,2022-12-19 22:58:16+00:00,TuchelBlaugrana,@bensonsforjerry Ronaldo fans are the most down bad people you’ll ever meet
1468,2022-12-19 22:58:16+00:00,em_bee77,"@ThatWasMessi @KodedTts Thought Messi fans don't talk about Ronaldo 💀

Rent free 😂"
1469,2022-12-19 22:58:15+00:00,Hajia06957247,"How can you compare two footballers with goals scored when one has played a staggering 142 games more than the other but the goal difference is just 26 

The only achievement Ronaldo has more than Messi is playing more games 
Aside that , he doesn’t come close"
1470,2022-12-19 22:58:15+00:00,Ronaldo67327807,"@DarkerRohan @MessiGOA_T @JacksonomalleyH @OfficialDave21 @ishowspeedsui hahaha so what this still can't change my mind.
for me Ronaldo is a G.O.A.T"
1471,2022-12-19 22:58:14+00:00,b_chellow,@TeamCRonaldo Messi is the goat and that world Cup win solidify his status. It separate a long debate of who is the goat of the early 20th century. Ronaldo is a legend but fell short unfortunately.
1472,2022-12-19 22:58:13+00:00,AfricananAfric1,"@kevindegoatt Ronaldo already said he would be happy for Messi, Christiano, not sure how he will react."
1473,2022-12-19 22:58:10+00:00,wahju_wibowo,@FCBarcelona Hello @Cristiano
1474,2022-12-19 22:58:10+00:00,DAjiibxso,"Having defeated Ronaldo, Neymar and Mbappe to win major trophies, Messi's latest rivalry is with...an egg https://t.co/gbvAdvW2tK"
1475,2022-12-19 22:58:07+00:00,Gdhxheb1,@ethan_sarobi67 @metal_splinter @BIG_Gracee @Cristiano I’d disagree 😂
1476,2022-12-19 22:58:05+00:00,Messihaz10i,"@Moh42069 @gtsmale If Ronaldo got the medal for twerking in 2016 then Aguero should too, in my book"
1477,2022-12-19 22:58:04+00:00,LukaOnPS,@3YearLetterman @TeamMessi @Cristiano @AaronDonald97 @atrupar @EricPickles @UKHouseofLords @WaffleHouse @mikepiazza31 @MileyCyrus @billyraycyrus I can confirm that this is real. I am apart of the team that counts the views
1478,2022-12-19 22:58:04+00:00,phonK_VAL,"@CFCRaf2 It's not weird for an official account to to state facts. It's like stating the fact that Ronaldo has played at 5 world cups, Mbappe has played in consecutive WC finals, The ultimate prize is added to the collection and Messi's legacy is complete."
1479,2022-12-19 22:58:04+00:00,music_and_chill,@Theboldman7 @Norbertvilla6 @Pxxdressi @TheEuropeanLad Im sure Ronaldo is happy with the “Mbappe is a bigger fan of me than Messi” trophy https://t.co/TpJGx8Oix7
1480,2022-12-19 22:58:03+00:00,KR7bro,"@bun_qasaas_jnr Fake..Ronaldo has 21 goals against pessi..18 in clasico,2 in the UCL for Juventus against Barcelona and 1 for Portugal against Argentina..Ronaldo has 11 wins..stop typing garbage..Now let's count penalties"
1481,2022-12-19 22:58:02+00:00,Peterojonugwa0,My Goat @Cristiano ❤️💯 https://t.co/gTaJxPvggG
1482,2022-12-19 22:58:01+00:00,Saxkae,"@Tobince @Desmund_Oris Meaning, after he retired, that the end, no legacy, I can tell you no player can have the same grace has Messi again, there is really nothing spectacular about him, most player would tell you Ronaldo influence them alot, but Messi just see his videos and you can see his greatness"
1483,2022-12-19 22:58:01+00:00,Adesurplux20,"What people don't know about Messi's fans is we choose Messi as the Goat because we can't relate with his style of play. We watch and still can't understand how he's able to do what he does, it's a mystery to our eyes and we found it special. With Ronaldo, we can still relate."
1484,2022-12-19 22:58:01+00:00,Hanson_Baba,Ronaldo's are under Obama's post telling him how the World cup was rigged 😂😂
1485,2022-12-19 22:57:58+00:00,WhoAske44753063,@ManUtdMEN You love talking about ronaldo
1486,2022-12-19 22:57:55+00:00,BabaJibreen,I thought is Messi and Ronaldo argument we are having which one wetin I don achieve this year 🙄
1487,2022-12-19 22:57:54+00:00,ConcernedPunter,@MhztaBlack @PoojaMedia There was no favour. All Ronaldo fans have that mindset and it's very bad. Celebrate with someone who won and your pathway will be opened too. Forget banter bro. This is life. I have many Ronaldo friends and few leave banter aside to admit Messi deserves it. Just Appreciate bro
1488,2022-12-19 22:57:53+00:00,FleebJuice42069,@donaldtrumpisa5 @3YearLetterman @TeamMessi @Cristiano @AaronDonald97 @atrupar @EricPickles @UKHouseofLords @WaffleHouse @mikepiazza31 @MileyCyrus @billyraycyrus That sounds awful
1489,2022-12-19 22:57:49+00:00,JakeeGray,@mustafayadigg @ODDSbible Ronaldo fans are in denial and salty. Both sets of fans have their faults 🤣
1490,2022-12-19 22:57:44+00:00,supimjoel,"@sam_mcclure Weird take. Messi has more trophies, more goals per game, more assists per game, is probably the best ball handler the game has ever seen and he has done all this while being half the physical beast that Ronaldo is."
1491,2022-12-19 22:57:43+00:00,Definestking01,"@JohnnyshelbyPB @Cristiano Jonny u go choke, be careful cuz not everything that looks like water is drinkable 😏😏"
1492,2022-12-19 22:57:43+00:00,AAL1YAAN,@Zaxi7ii @mAAdVillainy_ @martialxtra_ why do you still think ronaldo &gt; messi . is it just cos you love him and all
1493,2022-12-19 22:57:41+00:00,the_WILLverine,@ESPNFC How long until theres a messi statue domineering Ronaldo in the Buenos Aires city square?
1494,2022-12-19 22:57:41+00:00,jaybsck,"@CivIsama Ronaldo won EVERYTHING, EVERYWHERE he was, beaten all records, it’s just missing ONE World Cup title to have ALL titles possible, if that’s not being the GOAT please someone kill me then because men and women lie but numbers don’t"
1495,2022-12-19 22:57:38+00:00,JRad137,@TeamCRonaldo Created by Ronaldo? Don't be daft. Portugal had players like Eusebio and Figo.
1496,2022-12-19 22:57:38+00:00,MuhannedK7,"@lexfridman Messi is good, but ronaldo is also good."
1497,2022-12-19 22:57:37+00:00,yasminthaminaa,@hebejxi do the 2002 Brazil ronaldo’s hair cut pls
1498,2022-12-19 22:57:36+00:00,Denni_march,@MmoaNkoaaa U no get any business? Always Messi this Ronaldo that.GOSH!!
1499,2022-12-19 22:57:35+00:00,Osbert_piper,@gichungu_joseph @zaddy_tomiwa @EdParker96 @Evertxn You ignore the fact that Ronaldo is the best player ever on club level football
1500,2022-12-19 22:57:29+00:00,MakeNaijaBetter,@just4relation @suoye_wisd @goal Ronaldo fans are the most complicated fans in the entire world. You fave is way lesser than Messi but you guys keep lying to him. Messi has more trophies and ballon dors than Penaldo. There was never really a competition but we enjoyed the fight....you fans deserve some accolades https://t.co/V91wXb33rf
1501,2022-12-19 22:57:29+00:00,Crazychueri,"70 free kick goals, more than Messi and Ronaldo

0.85 goals per game in the World Cup as a midfielder

In the 1970 World Cup he averaged 1.16 assists per game

1.83 goal contributions per game in the 1970 World Cup"
1502,2022-12-19 22:57:29+00:00,dun24880318,"@StevePenson727 @Tobysdad41 Gascoigne in his pomp. Maybe we didn't have enough his years. Can we substract for being a prick, if so one of the Ronaldo's is now #98"
1503,2022-12-19 22:57:24+00:00,BLITZKR69105246,@3YearLetterman @RichieR77444720 @TeamMessi @Cristiano @AaronDonald97 @atrupar @EricPickles @UKHouseofLords @WaffleHouse @mikepiazza31 @MileyCyrus @billyraycyrus Lmao
1504,2022-12-19 22:57:20+00:00,HussainFa_,No way Messi v Ronaldo debate is going to end by mass liking/disliking an instagram post of an EGG😭💀
1505,2022-12-19 22:57:20+00:00,shir_bHn,"@_AsiwajuLerry @piersmorgan He spoil Kanye life, he's the edge of spoiling Ronaldo own lol"
1506,2022-12-19 22:57:20+00:00,iamDr_Ray,@Cristiano needed only football to prove himself while the other needed assistance full of orchestrated stuff.
1507,2022-12-19 22:57:17+00:00,tmattison28,"@ChapMills @3YearLetterman @TeamMessi @Cristiano @AaronDonald97 @atrupar @EricPickles @UKHouseofLords @WaffleHouse @mikepiazza31 @MileyCyrus @billyraycyrus Actually American football evolved from rugby NOT SOCCER. It was originally called rugby football because the ball was run by foot from grid to grid. The field was divided into a grid pattern. The forward pass was introduced later, and the rugby part of the name was dropped."
1508,2022-12-19 22:57:16+00:00,madredutd,"@AdamDickinson01 @mutd_chris @Evertxn Most of the people that rate pele and madadona over Ronaldo haven't seen a single game of them, make that make sense"
1509,2022-12-19 22:57:15+00:00,StrydomMarnus,"@Tapiwa1_0 @buenoscule @TeamCRonaldo Romero, Enzo, a 19 yo Alvarez and Martinez is what Messi had next to him. Ronaldo supply comprised of Bruno, Bernardo, Cancelo and Felix please explain how the players from Argentina is better"
1510,2022-12-19 22:57:13+00:00,sethe_vie,@CoIin____ Life free from Ronaldo https://t.co/tLMB5jEBLm
1511,2022-12-19 22:57:12+00:00,oklahomadrills,"@RichieR77444720 @3YearLetterman @TeamMessi @Cristiano @AaronDonald97 @atrupar @EricPickles @UKHouseofLords @WaffleHouse @mikepiazza31 @MileyCyrus @billyraycyrus Jeff, although Coach is a youth football coaching legend and highly respected on this app, you don’t have to copy his tweets word for word. Be original!"
1512,2022-12-19 22:57:11+00:00,MicaiGiordano,"@Porooster7 @mvsrapp People seems to forgot that Ronaldo played with Figo, nani, Rui costa, deco, quaresma, joao moutinho..."
1513,2022-12-19 22:57:07+00:00,Footyknowit,"@J0D876 @rmahood7 @zizouprop @kagozo546 @umirf1 @hitsquadbaby @Evertxn That’s just factually not true. Gerd has a better career, International, European Cup/UCL, WC, Euro, League, Finals etc scoring rate.

There are quite a few players with better stats. I do believe Ronaldo is better but why can’t you make an argument without insulting a great?"
1514,2022-12-19 22:57:07+00:00,tweetatdebate,@RichieR77444720 @3YearLetterman @TeamMessi @Cristiano @AaronDonald97 @atrupar @EricPickles @UKHouseofLords @WaffleHouse @mikepiazza31 @MileyCyrus @billyraycyrus pretty brave to post a picture of yourself on twitter when you look like that
1515,2022-12-19 22:57:06+00:00,Nemozaki21,"@UTDTrey At this point, i think you’re trolling ronaldo"
1516,2022-12-19 22:57:04+00:00,Afia_Dimple,@Ghana_Ronaldo @Accra_Made Sellout 😂😂
1517,2022-12-19 22:57:03+00:00,DrOmoragbon,@OGBdeyforyou Ronaldo no get money to pay @FIFAcom .....
1518,2022-12-19 22:57:02+00:00,Collins11316872,"@ESPNFC You guys just compare everything, you guys didn’t talk about like since Ronaldo has been having more likes than Messi, now your posting about likes because Messi just passed Ronaldo for the first time, you guys are very funny 😂😂😂😂"
1519,2022-12-19 22:57:02+00:00,Sennacherib7011,@druyoung20 @Twitugal @Cristiano @selecaoportugal He played but got injured and was replaced early. But a fake football fan wouldn't know that
1520,2022-12-19 22:57:02+00:00,KAZMlR,12/20 of the most liked ig pics in history are ronaldo messi n neymar yet a certain country thinks no one cares about “soccer” n it’s boring
1521,2022-12-19 22:57:01+00:00,KKronuu,@Danny00w @CCFC_LH @boranavneet @Destay06 @cityplus0 @Rashford7i yes show me 4 goals messi’s scored this szn or last… ronaldo is 35 here…
1522,2022-12-19 22:57:00+00:00,UncFinder,"@RichieR77444720 @3YearLetterman @TeamMessi @Cristiano @AaronDonald97 @atrupar @EricPickles @UKHouseofLords @WaffleHouse @mikepiazza31 @MileyCyrus @billyraycyrus And remember @FIFA counts in most counties one television as 500 viewers, on the theory that each TV represents 500 people crammed into a cantina. So, lots of cheating there."
1523,2022-12-19 22:56:58+00:00,KitManRamsey,Ronaldo has had a worse year than Napoleon 1814 https://t.co/i3mcHpg65U
1524,2022-12-19 22:56:58+00:00,drugedCrab,Its almost 4 and im watching ronaldo and messi edits
1525,2022-12-19 22:56:56+00:00,fiifi_moses,Messi won 7 ballon d'or over 5 that of Ronaldo and we were still not convinced he is our goat..what makes you think a national team winning a World Cup would convince us…. “Messi fans nyinaa y3 mboa”😂😂😂😂
1526,2022-12-19 22:56:50+00:00,floresflexin,alright recency bias is getting crazy. people starting to act like ronaldo has always been a bum all of a sudden
1527,2022-12-19 22:56:49+00:00,ilohNzube,"Debate no end when Cristiano Ronaldo win ehn first international trophy, na now una wan end am. una too dey play😂😂
Messi GOAT #GOAT #GOAT𓃵"
1528,2022-12-19 22:56:47+00:00,pugus1979,@mny_mrk @3YearLetterman @TeamMessi @Cristiano @AaronDonald97 @atrupar @EricPickles @UKHouseofLords @WaffleHouse @mikepiazza31 @MileyCyrus @billyraycyrus Incredibly photoshopped.
1529,2022-12-19 22:56:45+00:00,CalTurk4,@HanselFranzel @3YearLetterman @TeamMessi @Cristiano @AaronDonald97 @atrupar @EricPickles @UKHouseofLords @WaffleHouse @mikepiazza31 @MileyCyrus @billyraycyrus 1:3 is a bigger fraction than 1:8 so you just proved your own point wrong.
1530,2022-12-19 22:56:44+00:00,HenZAJ,@TheEuropeanLad This is a W to football. Ronaldo fans… stop liking the egg post now
1531,2022-12-19 22:56:44+00:00,scootbath,@ChapMills @GodAmericaTexas @3YearLetterman @TeamMessi @Cristiano @AaronDonald97 @atrupar @EricPickles @UKHouseofLords @WaffleHouse @mikepiazza31 @MileyCyrus @billyraycyrus It must be very easy for you to turn a door knob
1532,2022-12-19 22:56:43+00:00,luccygreene116,@LilMoGh Leo Messi is certified GOAT 🐐 and Ronaldo is paralysed goat 💙💙
1533,2022-12-19 22:56:43+00:00,bababellz_07,"Nothing fit stop me from Loving RONALDO that's a true definition of A HUSTLER.
I love Messi too and I'm happy for him as well he deserve it. Everyone deserve to be happy.
Thanks to the GOATs.. Its not easy to be them 🙏❤️"
1534,2022-12-19 22:56:41+00:00,bfcHarvey27__,@josharn21 @LSAFC21 it’s just desperate ronaldo fans trying so hard to bring down messi being the undisputed goat
1535,2022-12-19 22:56:39+00:00,MasudBi86698609,@Shoaib_Jatt @Cristiano Go back to cricket
1536,2022-12-19 22:56:39+00:00,Crypto04196713,@BinanceUS @Cristiano How do we know if we are on the WL?
1537,2022-12-19 22:56:39+00:00,francisco_fx88,@WORLDBESTBEST @brfootball It’s Ronaldo the Brazilian not the Ronaldo the rapist
1538,2022-12-19 22:56:37+00:00,arselona87_,@Goat7ii i thought ronaldo had no help?
1539,2022-12-19 22:56:37+00:00,9dminutes_fc,Ronaldo sitting on his throne after his hat trick vs Atletico Madrid in the UCL semi final second leg. https://t.co/5BWHEzQ2za
1540,2022-12-19 22:56:33+00:00,prince597460931,Ronaldo the greatest https://t.co/0KVqVdeHRt
1541,2022-12-19 22:56:29+00:00,KumarCobraKing,@BinanceUS @Cristiano You should change him to Messi
1542,2022-12-19 22:56:27+00:00,FleebJuice42069,@theAneudiVelez @3YearLetterman @TeamMessi @Cristiano @AaronDonald97 @atrupar @EricPickles @UKHouseofLords @WaffleHouse @mikepiazza31 @MileyCyrus @billyraycyrus Why do you follow a soccer player? 🤮
1543,2022-12-19 22:56:27+00:00,Cristiano7_Cult,"I feel like Ronaldo could have an incredible 2023 if he can find a way to internalise all of the pain from this year and if he gets the right move, nothing will stop him"
1544,2022-12-19 22:56:27+00:00,Grahamiii,"@Carra23 It’s mad it’s come down to having to. We’ve witnessed some unbelievable players. In our time Messi, Ronaldo. I’ve seen Paul McGrath, Roy Keane what players they were to to see in the flesh. Why can’t we just enjoy unbelievable players we’ve seen"
1545,2022-12-19 22:56:26+00:00,najibh28,Ronaldo was holding us back… https://t.co/4XMTqyzuRQ
1546,2022-12-19 22:56:24+00:00,soultan_32,@TareqYounis6 @andym_echo @Cristiano Offcourse you can’t argue in this issue 😎😎😂
1547,2022-12-19 22:56:24+00:00,Paulechidi,"What has Portugal 🇵🇹 won before Ronaldo, absolutely NOTHING. https://t.co/KuboKCGdbl"
1548,2022-12-19 22:56:23+00:00,kfusco908,@theAneudiVelez @3YearLetterman @TeamMessi @Cristiano @AaronDonald97 @atrupar @EricPickles @UKHouseofLords @WaffleHouse @mikepiazza31 @MileyCyrus @billyraycyrus Yore following Chris Ronaldhino but not the great American Aaron Donald? That's shameful
1549,2022-12-19 22:56:20+00:00,FCBiEman,@90min_Football @Kwesielvis1 Cristiano Ronaldo is too high. He should be top 15 not top 10.
1550,2022-12-19 22:56:19+00:00,YSC2804,@Theboldman7 @music_and_chill @Pxxdressi @TheEuropeanLad 500 mill followers bit still can't beat an egg in likes kinda sad. Messi with 100mill less he has more like then Ronaldo cry harder
1551,2022-12-19 22:56:14+00:00,FotbalNerd,@snaxblaq @1xBet_Eng Portugal without Ronaldo would 100% win again Argentina without Messi.
1552,2022-12-19 22:56:11+00:00,Abconcept5,@kwadwosheldon @Cristiano Bro you don’t have respect for Ronaldo that’s crazy. Man has work a lot to reach where he is today let see where you will end your career first  before you start bullying a legend
1553,2022-12-19 22:56:10+00:00,FulhamThomas_,It is the only thing saving Ronaldo from a world cup with the same amount of goal involvements as me https://t.co/HyHmkVPaSG
1554,2022-12-19 22:56:08+00:00,wajdvsuniverse,"@bettjazaf i don’t have much knowledge but 
messi
mbappe
ronaldo
dowski
zlatan"
1555,2022-12-19 22:56:06+00:00,Maestrix_,@ProRingKing @UtdPlug @samuelluckhurst I am seeing that They got rid off Ronaldo first before they could make their move to the US
1556,2022-12-19 22:56:03+00:00,000_wilson,Still a lot of bitter Ronaldo bums kicking about!!
1557,2022-12-19 22:55:59+00:00,leblxn,Life without ronaldo https://t.co/cUDPa1h8Tj
1558,2022-12-19 22:55:53+00:00,JuventOz,"@NoloFCB Perhaps if you are in the GOAT debate without a World Cup amongst players that have all won the World Cup, that gives you more merit to be the GOAT.

Not that I am team Ronaldo or anything. I just  still think it's debatable between 5 players."
1559,2022-12-19 22:55:51+00:00,9dminutes_fc,When Maldini &amp; Cannavaro knew this was the only way to stop Ronaldo. https://t.co/RzmkqwgqxM
1560,2022-12-19 22:55:49+00:00,danielvdhh,How has messi won a World Cup and these ronaldo cock suckers still think he’s the goat it blows my mind
1561,2022-12-19 22:55:48+00:00,RamiroL37749729,@HarshLunawat4 @banzamarq101 @NayeemODR @TrollFootball i remove Ronaldo and put a mbape
1562,2022-12-19 22:55:47+00:00,0Iiver___,"LOOOOOL , straight after Ronaldo leaves https://t.co/Tu2a091fSc"
1563,2022-12-19 22:55:46+00:00,Colonelmaradona,"@Gabriel_gunner2 De bruyne, guys said ronaldo but he's old now, can't do much"
1564,2022-12-19 22:55:44+00:00,dlbrown0124,@ChapMills @3YearLetterman @TeamMessi @Cristiano @AaronDonald97 @atrupar @EricPickles @UKHouseofLords @WaffleHouse @mikepiazza31 @MileyCyrus @billyraycyrus 🤣🤣🤣🤣🤣 ... I'm a footballer of both versions!!! https://t.co/qdmwz6hr5m
1565,2022-12-19 22:55:43+00:00,AliAbbar17,"@LaurensJulien @Marcotti @ESPNFC Pro Ronaldo and anti Messi Marcotti and pro France Julien, conveniently skipped talking about clear upamecano handball before France penalty in extra time"
1566,2022-12-19 22:55:39+00:00,LesTheatres,United going back to the US after Ronaldo leaves? Hmm. https://t.co/CF5lB7H4Q0
